transaction_id,amount,currency,payment_method,issuer,failure_code,gateway_response_ms,attempt_count,customer_id_hash,created_at,status,true_root_cause,is_issuer_outage_case,is_ambiguous
txn_0caf92361e97,42826.78,INR,card,SBI,NSF,198,1,7e32b0e19eb6eb0a,2026-08-02T19:55:00,failed,insufficient_funds,0,0
txn_be318a186a84,37777.7,INR,netbanking,IDFC First,,369,1,0f0ffd6772dbccdc,2026-08-03T07:27:00,failed,authentication_failure,0,1
txn_a100f13865fb,24377.63,INR,upi,,CARD_EXPIRED,206,1,8dc4be26672d1aba,2026-08-03T18:48:00,failed,card_invalid,0,0
txn_653edbfe98c5,17611.93,INR,wallet,,NSF,356,2,fe8d3b84c19d2632,2026-08-03T23:36:00,failed,insufficient_funds,0,0
txn_64ce19840b08,23461.32,INR,wallet,,AUTH_FAILED,535,1,11468b902cd9c20b,2026-08-02T19:07:00,failed,authentication_failure,0,0
txn_7992273e2bda,2246.02,INR,upi,,,325,1,f8618508c373b90b,2026-08-01T12:49:00,failed,risk_flag,0,1
txn_b79b134f3819,32199.23,INR,netbanking,HDFC Bank,NSF,173,1,fd31a6b21d86aa0c,2026-08-02T13:49:00,failed,insufficient_funds,0,0
txn_60fbc9e13a29,25410.43,INR,wallet,,,3358,3,cf525eafceca36d4,2026-08-03T10:46:00,degraded,network_transient,0,1
txn_a45e7cbc5350,38904.21,INR,upi,,,4132,1,e10ebc47ffce536e,2026-08-03T09:00:00,degraded,gateway_timeout,0,1
txn_35e126236570,37505.17,INR,wallet,ICICI Bank,TIMEOUT,11306,1,1dc7495d5a7fc1d1,2026-08-02T06:09:00,degraded,issuer_outage,1,0
txn_3f72185b6512,21730.64,INR,card,IDFC First,NETWORK_ERROR,3285,3,206ce5f30a64300d,2026-08-01T07:46:00,degraded,network_transient,0,0
txn_41a6d7624bb5,810.43,INR,netbanking,ICICI Bank,TIMEOUT,7793,1,cbfb8fd12cac7842,2026-08-02T13:03:00,degraded,gateway_timeout,0,0
txn_e93a480ffc46,31396.45,INR,upi,,NSF,121,2,cdb881da3824248f,2026-08-01T18:46:00,failed,insufficient_funds,0,0
txn_7f9d4bb359e9,6831.29,INR,card,Axis Bank,NETWORK_ERROR,2181,1,113b9fd3a06e9514,2026-08-03T16:15:00,failed,network_transient,0,0
txn_75ddd5c9b571,29702.12,INR,card,SBI,AUTH_FAILED,381,2,c97cdbea2ec3b40c,2026-08-02T15:51:00,failed,authentication_failure,0,0
txn_76bf98f443d0,37014.01,INR,netbanking,Kotak Mahindra,DECLINED,9188,1,1229f74e9ee9b472,2026-08-01T21:07:00,degraded,issuer_outage,0,1
txn_64e1545a19ba,2777.68,INR,wallet,,RISK_BLOCK,242,1,f97c488b16b13d95,2026-08-03T04:05:00,failed,risk_flag,0,0
txn_b38cea8dde21,5888.29,INR,netbanking,Yes Bank,NSF,386,2,31e26979ddd727fa,2026-08-02T00:59:00,failed,insufficient_funds,0,0
txn_3b448342c6fe,43611.77,INR,netbanking,Axis Bank,AUTH_FAILED,270,1,8fa399679091620c,2026-08-02T21:10:00,failed,authentication_failure,0,0
txn_1bdec9a6bb6a,25351.21,INR,wallet,,,159,1,b2efdd872eb76b08,2026-08-01T15:47:00,failed,card_invalid,0,1
txn_ae3a53622a58,21398.82,INR,wallet,,TIMEOUT,6206,1,db0c93c1dd2923b3,2026-08-02T11:53:00,degraded,gateway_timeout,0,0
txn_ce9a2d2b64c7,28246.41,INR,card,ICICI Bank,DECLINED,5661,1,f9a4812031443fc8,2026-08-02T10:33:00,degraded,gateway_timeout,0,1
txn_2b71aaa97d86,22336.9,INR,wallet,,TIMEOUT,6889,2,cbada1c3e232db24,2026-08-02T14:50:00,degraded,gateway_timeout,0,0
txn_62d923fabdcd,10115.54,INR,upi,,TIMEOUT,8474,3,72eaba813f771574,2026-08-01T14:04:00,degraded,gateway_timeout,0,0
txn_6c6f5cfc0b3b,13371.64,INR,netbanking,HDFC Bank,TIMEOUT,6636,1,49970705e88e9c39,2026-08-03T04:12:00,degraded,gateway_timeout,0,0
txn_8753b93c0bbc,17465.63,INR,upi,,AUTH_FAILED,453,3,d4213b96213ab79e,2026-08-01T17:14:00,failed,authentication_failure,0,0
txn_10bce22e399f,7156.02,INR,upi,,DECLINED,267,1,662bd171ab737264,2026-08-01T01:13:00,failed,risk_flag,0,1
txn_d46a34530ea4,7382.7,INR,card,HDFC Bank,TIMEOUT,8046,1,8f8cc55e2f8260e8,2026-08-01T08:14:00,degraded,gateway_timeout,0,0
txn_a5eca2f6e012,7534.87,INR,netbanking,Yes Bank,TIMEOUT,5847,1,1f1f7b46d45d6e4c,2026-08-03T22:50:00,degraded,gateway_timeout,0,0
txn_4dab5aee2fb5,785.58,INR,wallet,,UNKNOWN_ERROR,3705,2,3609a50a8ae07fea,2026-08-01T08:23:00,degraded,network_transient,0,1
txn_34de251622e4,3840.36,INR,card,Kotak Mahindra,NSF,239,1,10073d1b6a36ee9a,2026-08-03T12:54:00,failed,insufficient_funds,0,0
txn_48d07d2cb127,19082.19,INR,card,Yes Bank,NSF,264,1,94629487495e8321,2026-08-02T13:43:00,failed,insufficient_funds,0,0
txn_06de9b2d8537,2230.2,INR,wallet,,RISK_BLOCK,163,3,1b6d049baf8a2c1e,2026-08-01T21:18:00,failed,risk_flag,0,0
txn_c5b917e67850,35648.34,INR,card,SBI,CARD_EXPIRED,281,1,5f64f642574eb187,2026-08-01T18:31:00,failed,card_invalid,0,0
txn_fadfab1d2ae9,43527.37,INR,card,Yes Bank,NSF,194,1,d5d9ade38a826fe1,2026-08-03T15:45:00,failed,insufficient_funds,0,0
txn_32eb5820de0a,17144.69,INR,card,SBI,NSF,207,1,6cb95382c359d543,2026-08-02T08:47:00,failed,insufficient_funds,0,0
txn_ac4aa1f8cf8c,22693.35,INR,card,HDFC Bank,,372,1,ab14067073134ec8,2026-08-01T02:35:00,failed,insufficient_funds,0,1
txn_7904ae90ef7b,12569.15,INR,upi,,UNKNOWN_ERROR,283,1,653f1b1ed1dfebe2,2026-08-03T20:42:00,failed,insufficient_funds,0,1
txn_aca1c5c74b26,29658.28,INR,upi,,,8896,2,37284069b02e5072,2026-08-03T08:32:00,degraded,gateway_timeout,0,1
txn_947c8226becd,25281.52,INR,netbanking,SBI,TIMEOUT,8673,1,7228b5b12df25bff,2026-08-01T16:01:00,degraded,issuer_outage,0,0
txn_61c47e8d864f,28320.86,INR,wallet,,AUTH_FAILED,504,1,7b9290169b046a48,2026-08-03T11:41:00,failed,authentication_failure,0,0
txn_9cbe0bf993fe,22226.37,INR,netbanking,ICICI Bank,,351,1,e6ae41e991adec3d,2026-08-01T07:40:00,failed,insufficient_funds,0,1
txn_4148c1569fd3,37547.06,INR,wallet,,CARD_EXPIRED,221,2,fef764147877f113,2026-08-01T18:32:00,failed,card_invalid,0,0
txn_b98b552a2d2d,4697.93,INR,card,Kotak Mahindra,AUTH_FAILED,367,1,7e1694e7fe4e5962,2026-08-01T11:28:00,failed,authentication_failure,0,0
txn_8698149ed1e6,34065.62,INR,netbanking,IDFC First,RISK_BLOCK,231,1,6e961fc083da9c6a,2026-08-01T06:46:00,failed,risk_flag,0,0
txn_ce79caf11000,652.85,INR,netbanking,HDFC Bank,DECLINED,6485,1,2d89b4021cfa4c8a,2026-08-01T21:46:00,degraded,gateway_timeout,0,1
txn_4a8d271a33ca,4161.02,INR,wallet,,NETWORK_ERROR,4931,1,1d77e0f84183fe49,2026-08-02T20:34:00,degraded,network_transient,0,0
txn_05c2cac8e694,30946.63,INR,upi,,UNKNOWN_ERROR,164,1,07a0d832c04527fc,2026-08-02T12:30:00,failed,insufficient_funds,0,1
txn_e2246e548e8c,8368.65,INR,card,Kotak Mahindra,TIMEOUT,5369,1,af10761c741db2a8,2026-08-02T19:10:00,degraded,gateway_timeout,0,0
txn_f471d3722313,13985.97,INR,wallet,,CARD_EXPIRED,214,1,4f2e348bf7eb9b26,2026-08-01T13:42:00,failed,card_invalid,0,0
txn_b7f0abe74961,28837.35,INR,netbanking,Kotak Mahindra,,7026,1,2acfeb73e197bf34,2026-08-02T14:48:00,degraded,gateway_timeout,0,1
txn_1133483b4073,42000.63,INR,netbanking,ICICI Bank,NSF,101,1,8b54c81668514341,2026-08-01T12:09:00,failed,insufficient_funds,0,0
txn_f54108d5b5c8,16815.91,INR,netbanking,ICICI Bank,UNKNOWN_ERROR,399,1,4f106f597b184d91,2026-08-01T14:31:00,failed,insufficient_funds,0,1
txn_b0d3d23221bc,3636.43,INR,wallet,,UNKNOWN_ERROR,7532,1,13189871e03c301e,2026-08-01T14:43:00,degraded,gateway_timeout,0,1
txn_93b49d6282ca,16523.3,INR,card,IDFC First,NSF,183,1,5c7da932abd8a924,2026-08-02T03:51:00,failed,insufficient_funds,0,0
txn_b7062ea8574d,2289.76,INR,card,Yes Bank,NETWORK_ERROR,2669,1,dffeeda3f0f3b7d5,2026-08-02T10:43:00,failed,network_transient,0,0
txn_feb69ebbbb3b,42796.45,INR,card,Kotak Mahindra,AUTH_FAILED,429,3,460e18efc39aa0cd,2026-08-03T23:28:00,failed,authentication_failure,0,0
txn_6bcbfb6c3d95,14047.14,INR,card,HDFC Bank,RISK_BLOCK,150,1,5ef43e17f3a04c64,2026-08-01T16:10:00,failed,risk_flag,0,0
txn_41a95e0e6d12,8269.82,INR,wallet,,TIMEOUT,7507,3,d83bd381875baad3,2026-08-03T17:18:00,degraded,gateway_timeout,0,0
txn_467401b86282,6637.3,INR,wallet,,NSF,320,2,928be1138d17be40,2026-08-02T23:09:00,failed,insufficient_funds,0,0
txn_033654eaabe7,44585.95,INR,upi,,TIMEOUT,4833,3,b82ef8c27f9cf910,2026-08-02T14:28:00,degraded,gateway_timeout,0,0
txn_69fec9f61df2,21107.06,INR,netbanking,Axis Bank,TIMEOUT,6252,1,b0e05b80c6327c88,2026-08-03T22:57:00,degraded,gateway_timeout,0,0
txn_1d3d35c0aa1e,20663.85,INR,upi,,NSF,355,1,6d53a486bbc5670e,2026-08-01T06:37:00,failed,insufficient_funds,0,0
txn_759555c9ec68,30034.45,INR,card,ICICI Bank,TIMEOUT,7095,1,eadb78807cc0d467,2026-08-03T12:03:00,degraded,gateway_timeout,0,0
txn_cbaddb9313c7,6980.91,INR,wallet,,NSF,167,1,a7c01666a701fab4,2026-08-03T11:21:00,failed,insufficient_funds,0,0
txn_8cc7bca3a0b1,10964.73,INR,card,HDFC Bank,TIMEOUT,6036,3,e72061c924104993,2026-08-01T17:09:00,degraded,gateway_timeout,0,0
txn_818ea89cf2e2,23959.9,INR,card,Axis Bank,CARD_EXPIRED,167,1,293bb9d6f8e75d0c,2026-08-01T18:33:00,failed,card_invalid,0,0
txn_2fae6f1eb60f,11670.08,INR,card,IDFC First,TIMEOUT,7550,3,ea3ca5597265f811,2026-08-02T02:09:00,degraded,gateway_timeout,0,0
txn_2eb1c7b2bda3,18444.79,INR,netbanking,Kotak Mahindra,,5536,1,f92554835f43ef0e,2026-08-02T08:28:00,degraded,gateway_timeout,0,1
txn_d124b941bbf8,22296.72,INR,card,Kotak Mahindra,RISK_BLOCK,160,2,37023627e32e6d62,2026-08-02T20:00:00,failed,risk_flag,0,0
txn_70ccec025ad3,20093.29,INR,card,HDFC Bank,NSF,184,1,c3802dd9b2b82c37,2026-08-01T03:13:00,failed,insufficient_funds,0,0
txn_b46b2dfbe4f1,9946.97,INR,upi,,NETWORK_ERROR,4898,1,22cb268848548ba5,2026-08-01T14:27:00,degraded,network_transient,0,0
txn_28ae9d20215d,13573.29,INR,upi,,NETWORK_ERROR,4538,1,cbe582c63f8b4614,2026-08-02T11:22:00,degraded,network_transient,0,0
txn_8f8fb2b6e40e,11305.47,INR,wallet,,NETWORK_ERROR,3730,1,7ab0f2f00a112dbb,2026-08-01T13:23:00,degraded,network_transient,0,0
txn_7d69de246a3d,19915.68,INR,wallet,,AUTH_FAILED,522,1,950698b8439f40a0,2026-08-03T21:03:00,failed,authentication_failure,0,0
txn_297053fbeeae,21507.02,INR,netbanking,Kotak Mahindra,CARD_EXPIRED,187,1,01bebcc1e22d2d4f,2026-08-02T21:12:00,failed,card_invalid,0,0
txn_a66775767c4a,2621.93,INR,card,ICICI Bank,TIMEOUT,4730,1,712225b80f05c0f6,2026-08-01T23:40:00,degraded,gateway_timeout,0,0
txn_efaeb411c53f,30294.29,INR,netbanking,ICICI Bank,UNKNOWN_ERROR,2955,1,218fe23021baad3d,2026-08-01T06:14:00,failed,network_transient,0,1
txn_25bf891aed93,41717.87,INR,netbanking,ICICI Bank,DECLINED,4318,1,2c286c62b90945e5,2026-08-02T17:49:00,degraded,network_transient,0,1
txn_bfe2398ef4de,7398.45,INR,wallet,,UNKNOWN_ERROR,7777,2,0994407eda98de8a,2026-08-03T19:07:00,degraded,gateway_timeout,0,1
txn_de206ec4bbca,21977.21,INR,upi,ICICI Bank,UNKNOWN_ERROR,7430,1,8537779ef3e9c496,2026-08-02T06:06:00,degraded,issuer_outage,1,1
txn_6b4658f6b254,8801.72,INR,netbanking,SBI,TIMEOUT,4682,2,6d5af810b6ed5bb5,2026-08-01T11:34:00,degraded,gateway_timeout,0,0
txn_717db0f2fd58,5170.81,INR,card,ICICI Bank,RISK_BLOCK,177,1,e76e2e9bb59c7854,2026-08-01T15:04:00,failed,risk_flag,0,0
txn_506861a7ca23,23673.47,INR,netbanking,SBI,NSF,120,1,01905c7ce21e0bad,2026-08-02T17:30:00,failed,insufficient_funds,0,0
txn_8586f04f8ca7,26031.66,INR,netbanking,Kotak Mahindra,,7884,1,bd8b5378604b86d6,2026-08-03T21:42:00,degraded,issuer_outage,0,1
txn_f460bf3b954b,25936.7,INR,netbanking,Axis Bank,AUTH_FAILED,212,2,2a63805a56efbf81,2026-08-02T20:18:00,failed,authentication_failure,0,0
txn_dfd55ee942c8,17994.9,INR,upi,,NSF,127,1,d9f351c108b993b9,2026-08-03T09:46:00,failed,insufficient_funds,0,0
txn_a4b99669e14f,10147.03,INR,wallet,,TIMEOUT,7890,2,508cb5ca438cd9da,2026-08-02T23:06:00,degraded,issuer_outage,0,0
txn_bfc4a84b80eb,28040.95,INR,netbanking,HDFC Bank,UNKNOWN_ERROR,204,2,6bd4c5b271ad36a4,2026-08-03T23:07:00,failed,insufficient_funds,0,1
txn_358195bb7b18,2143.9,INR,card,IDFC First,AUTH_FAILED,595,1,43867f0a1aa7d74c,2026-08-02T08:16:00,failed,authentication_failure,0,0
txn_8d7b7c903166,24930.74,INR,card,IDFC First,,340,3,9b6080dec1c59265,2026-08-01T21:06:00,failed,insufficient_funds,0,1
txn_df39773629c9,23059.6,INR,upi,,CARD_EXPIRED,285,1,6ed9a53ddf24fa9f,2026-08-03T13:54:00,failed,card_invalid,0,0
txn_4090b7972ba8,4809.34,INR,netbanking,HDFC Bank,CARD_EXPIRED,256,2,1b832ed06b6eb6a5,2026-08-01T20:54:00,failed,card_invalid,0,0
txn_546ddaa19925,9705.54,INR,upi,,NSF,310,1,128987dc301142bf,2026-08-03T12:24:00,failed,insufficient_funds,0,0
txn_827e32726cb7,4679.64,INR,card,IDFC First,TIMEOUT,7534,1,a20e2bce82fa2061,2026-08-01T22:47:00,degraded,gateway_timeout,0,0
txn_a1e4720c7966,37559.22,INR,netbanking,Yes Bank,TIMEOUT,7057,1,cc462084bec7c583,2026-08-03T17:53:00,degraded,gateway_timeout,0,0
txn_19f82b11612a,14832.27,INR,card,SBI,UNKNOWN_ERROR,303,1,0333aa317909aea3,2026-08-01T04:19:00,failed,insufficient_funds,0,1
txn_2b6073e5dd3a,18021.2,INR,netbanking,ICICI Bank,UNKNOWN_ERROR,5568,3,71610f9fc3944892,2026-08-02T06:08:00,degraded,issuer_outage,1,1
txn_4cd0db7ad72a,16112.01,INR,upi,,UNKNOWN_ERROR,501,1,b0c8af11335f62be,2026-08-03T03:00:00,failed,authentication_failure,0,1
txn_48c476735cae,38811.74,INR,wallet,,AUTH_FAILED,259,1,203d06c0ac5ab5ea,2026-08-03T04:14:00,failed,authentication_failure,0,0
txn_72d9f4a66244,27852.96,INR,upi,,DECLINED,7028,1,0bff31fc37869ffa,2026-08-03T14:33:00,degraded,gateway_timeout,0,1
txn_1998a8f7b74b,36880.61,INR,wallet,,UNKNOWN_ERROR,8090,1,efe82c64220a06b6,2026-08-02T17:20:00,degraded,gateway_timeout,0,1
txn_3e251dff528b,10995.74,INR,card,HDFC Bank,RISK_BLOCK,298,2,c00d61b0ac655f54,2026-08-02T05:37:00,failed,risk_flag,0,0
txn_a5dc60ba036d,25188.07,INR,netbanking,IDFC First,,4139,2,d48aadf19041ebf4,2026-08-03T23:47:00,degraded,gateway_timeout,0,1
txn_7d5c2d2d5db0,33084.13,INR,card,Yes Bank,TIMEOUT,7271,1,b11b7f224fe19a26,2026-08-02T22:43:00,degraded,gateway_timeout,0,0
txn_03d68bf36060,5085.96,INR,netbanking,SBI,NSF,279,2,d08ed1701d8e34ae,2026-08-02T09:43:00,failed,insufficient_funds,0,0
txn_1349f18fd2f9,44166.5,INR,wallet,,TIMEOUT,5088,1,3cf27419b2e93b32,2026-08-02T19:24:00,degraded,gateway_timeout,0,0
txn_3ad5757abead,31824.15,INR,card,Axis Bank,NSF,165,1,57909969e31fb4e8,2026-08-01T18:13:00,failed,insufficient_funds,0,0
txn_eaa917914e17,16358.67,INR,upi,,NSF,300,1,7348caacd7b70510,2026-08-01T02:59:00,failed,insufficient_funds,0,0
txn_afe7cf8f7dd1,26764.85,INR,wallet,,,6553,1,7f1e8e5c960f9cb2,2026-08-01T06:20:00,degraded,gateway_timeout,0,1
txn_6ccd0f59ffd5,24315.6,INR,netbanking,Kotak Mahindra,AUTH_FAILED,370,1,6a29e9a020ec4915,2026-08-01T10:18:00,failed,authentication_failure,0,0
txn_59331a3ed13a,9758.52,INR,upi,ICICI Bank,TIMEOUT,10925,3,43f4d0fb180697e5,2026-08-02T06:02:00,degraded,issuer_outage,1,0
txn_a8879e4c354d,6802.97,INR,netbanking,Axis Bank,TIMEOUT,5362,1,38fa41134dc90146,2026-08-01T21:57:00,degraded,gateway_timeout,0,0
txn_4f6d7b0f31f0,1541.7,INR,upi,ICICI Bank,TIMEOUT,6633,2,535625f6b7a91ebc,2026-08-02T06:12:00,degraded,issuer_outage,1,0
txn_545c28beae31,42667.69,INR,card,SBI,NSF,136,3,707f564322b830d8,2026-08-01T11:00:00,failed,insufficient_funds,0,0
txn_20aca13c4676,25927.72,INR,netbanking,SBI,NETWORK_ERROR,4383,2,0d33c0ccb26712e0,2026-08-02T13:19:00,degraded,network_transient,0,0
txn_34a9d3cb87d5,43072.34,INR,card,ICICI Bank,CARD_EXPIRED,148,3,72dc8f1cafa24900,2026-08-01T16:01:00,failed,card_invalid,0,0
txn_cae69e836d44,43550.6,INR,wallet,,NSF,400,1,357e9582130236c7,2026-08-03T08:11:00,failed,insufficient_funds,0,0
txn_12c4d2a29010,30847.2,INR,wallet,,UNKNOWN_ERROR,8750,1,4c583f47cdb429e5,2026-08-02T07:07:00,degraded,gateway_timeout,0,1
txn_62986db649ed,44792.04,INR,card,HDFC Bank,UNKNOWN_ERROR,108,1,76986982dcb6e3b0,2026-08-03T08:09:00,failed,insufficient_funds,0,1
txn_b2a1df686c57,23459.78,INR,wallet,,DECLINED,6959,2,c2751ca8015c00fd,2026-08-01T05:32:00,degraded,gateway_timeout,0,1
txn_1b520e7dc79e,1002.32,INR,upi,,DECLINED,5224,1,8dd7f1b5468f8ebc,2026-08-03T09:47:00,degraded,gateway_timeout,0,1
txn_1e77f871b253,12892.62,INR,upi,,TIMEOUT,8167,2,8d2768ca7d48f842,2026-08-02T04:59:00,degraded,gateway_timeout,0,0
txn_364eb87bbaeb,11019.53,INR,card,IDFC First,AUTH_FAILED,385,1,b0c5cd617fe7f54b,2026-08-01T03:51:00,failed,authentication_failure,0,0
txn_caa46f33e190,30023.67,INR,upi,,AUTH_FAILED,261,1,5bb031326abcac16,2026-08-01T18:44:00,failed,authentication_failure,0,0
txn_a2df70d19de6,16450.03,INR,card,Axis Bank,UNKNOWN_ERROR,4966,2,9eed42bd34aaabc1,2026-08-02T08:13:00,degraded,network_transient,0,1
txn_2c4f9c0c8dd1,6394.47,INR,wallet,,,191,1,2844e05959873308,2026-08-03T17:23:00,failed,risk_flag,0,1
txn_e0b21128f3cf,15316.39,INR,wallet,,AUTH_FAILED,375,2,62cc2ff2158afe6c,2026-08-03T19:14:00,failed,authentication_failure,0,0
txn_27c0303393bf,15018.45,INR,wallet,,TIMEOUT,5681,1,edf16f590f32ea56,2026-08-01T00:55:00,degraded,gateway_timeout,0,0
txn_ace773f6bb06,41796.8,INR,wallet,,UNKNOWN_ERROR,4231,3,7e52dac7d2e6e182,2026-08-03T12:28:00,degraded,gateway_timeout,0,1
txn_5702413574bf,32976.74,INR,netbanking,ICICI Bank,TIMEOUT,4795,1,ac95dc32962e6ba4,2026-08-02T19:40:00,degraded,gateway_timeout,0,0
txn_9bf33a221079,13212.98,INR,upi,,,347,2,ccf5b793d7e4d076,2026-08-03T13:59:00,failed,authentication_failure,0,1
txn_aac808ef5b2d,17257.09,INR,card,ICICI Bank,CARD_EXPIRED,267,1,1d9cd5776f23c3aa,2026-08-03T18:31:00,failed,card_invalid,0,0
txn_3af71c7e4a65,17257.82,INR,upi,,NSF,328,1,d433526c367b50f1,2026-08-03T12:02:00,failed,insufficient_funds,0,0
txn_67ea5e417af5,19218.88,INR,upi,,DECLINED,213,1,8b1578d73e684413,2026-08-01T14:31:00,failed,risk_flag,0,1
txn_3739fcf8195e,7293.11,INR,wallet,,RISK_BLOCK,334,3,58114223f981aedb,2026-08-01T00:56:00,failed,risk_flag,0,0
txn_9f548fe052ab,11950.64,INR,wallet,,AUTH_FAILED,372,1,f7475a4f5cdcdce9,2026-08-03T14:32:00,failed,authentication_failure,0,0
txn_01036c75b01c,6702.04,INR,netbanking,IDFC First,DECLINED,7214,1,0d5b2e3511987bfa,2026-08-03T16:11:00,degraded,gateway_timeout,0,1
txn_2a465d136da4,27115.27,INR,wallet,,DECLINED,222,1,dafcd6223cc6ede9,2026-08-02T02:12:00,failed,insufficient_funds,0,1
txn_8ed5a8ad9acc,11151.55,INR,card,Axis Bank,NSF,347,1,77f2672a7d1e2224,2026-08-03T21:28:00,failed,insufficient_funds,0,0
txn_c642241d763e,8405.91,INR,card,HDFC Bank,DECLINED,319,1,0be3c201eb3b3de1,2026-08-02T16:32:00,failed,insufficient_funds,0,1
txn_7d835ab88ef9,27608.27,INR,wallet,,NSF,120,1,30841d05156dc1e0,2026-08-02T15:37:00,failed,insufficient_funds,0,0
txn_27f5baddd65b,34209.17,INR,card,Kotak Mahindra,AUTH_FAILED,235,1,7ab247199d595292,2026-08-02T15:14:00,failed,authentication_failure,0,0
txn_146208c248b7,34032.95,INR,netbanking,HDFC Bank,NSF,320,2,eb6c9455c634f78a,2026-08-02T07:34:00,failed,insufficient_funds,0,0
txn_376de0c8ab55,39040.85,INR,card,HDFC Bank,,5390,1,7c31f6bc36ec6549,2026-08-02T16:01:00,degraded,gateway_timeout,0,1
txn_1c563fbe9fcf,7428.8,INR,netbanking,ICICI Bank,NSF,367,2,a2ce99781f05633f,2026-08-02T02:30:00,failed,insufficient_funds,0,0
txn_d82214b7bf47,16488.38,INR,card,IDFC First,TIMEOUT,7888,1,a460829ee4a6fcf6,2026-08-02T21:33:00,degraded,issuer_outage,0,0
